year;code;name;amount;policy
2011;231G;Atención a la infancia y a las familias;8.723,37;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;232A;Promoción y servicios a la juventud;31.586,22;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;232B;Igualdad de oportunidades entre mujeres y hombres;31.160,02;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;232C;Actuaciones para la prevención integral de la violencia de género;30.363,12;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;232M;Dirección y Servicios Generales de Promoción Social;8.107,26;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;311M;Dirección y Servicios Generales de Sanidad y Política Social;75.355,17;31. SANIDAD
2011;311O;Cohesión y calidad del Sistema Nacional de Salud;173.884,73;31. SANIDAD
2011;313A;Oferta y uso racional de medicamentos y productos sanitarios;51.786,33;31. SANIDAD
2011;313B;Salud pública y sanidad exterior;27.596,64;31. SANIDAD
2011;313C;Seguridad alimentaria y nutrición;17.399,46;31. SANIDAD
2011;313D;Donación y trasplante de órganos, tejidos y células;3.970,39;31. SANIDAD
2011;465A;Investigación sanitaria;27.474,92;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;492O;Protección y promoción de los derechos de los consumidores y usuarios;22.867,17;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;000X;Transferencias internas (Sección: 26 MINISTERIO DE SANIDAD, POLÍTICA SOCIAL E IGUALDAD);2.046.151,47;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2011;467G;Investigación y desarrollo de la Sociedad de la Información;3.717,61;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2011;923A;Gestión del Patrimonio del Estado;65.254,53;92. SERVICIOS DE CARÁCTER GENERAL
2011;929M;Imprevistos y funciones no clasificadas;2.063.733,10;92. SERVICIOS DE CARÁCTER GENERAL
2011;000X;Transferencias internas (Sección: 31 GASTOS DE DIVERSOS MINISTERIOS);152.099,75;92. SERVICIOS DE CARÁCTER GENERAL
2011;441M;Subvenciones y apoyo al transporte terrestre;334.914,20;44. INFRAESTRUCTURAS
2011;453A;Infraestructura del transporte ferroviario;74.167,58;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2011;941O;Otras transferencias a Comunidades Autónomas;1.193.132,66;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;942N;Otras aportaciones a Entidades Locales;251.809,19;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;941N;Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial;1.074.370,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;943M;Transferencias al Presupuesto General de la Unión Europea;11.822.372,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;943N;Cooperación al desarrollo a través del Fondo Europeo de Desarrollo;295.000,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;929N;Fondo de contingencia de ejecución presupuestaria;2.440.442,84;92. SERVICIOS DE CARÁCTER GENERAL
2011;941M;Transferencias a Comunidades Autónomas por participación en ingresos Estado;14.797.873,61;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;942M;Transferencias a Entidades Locales por participación en ingresos Estado;13.235.984,38;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2011;211M;Pensiones contributivas de la Seguridad Social;99.238.688,39;21. PENSIONES
2011;212M;Pensiones no contributivas y prestaciones asistenciales;2.004.945,45;21. PENSIONES
2011;219M;Gestión de las prestaciones económicas de Seguridad Social;446.524,35;21. PENSIONES
2011;221M;Subsidios de incapacidad temporal y otras prestaciones económicas de la Seguridad Social;11.580.709,07;22. OTRAS PRESTACIONES ECONÓMICAS
2011;224M;Prestaciones económicas por cese de actividad;8.120,00;22. OTRAS PRESTACIONES ECONÓMICAS
2011;231C;Servicios Sociales de la Seguridad Social a personas con discapacidad;91.841,64;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231D;Servicios Sociales de la Seguridad Social a personas mayores;202.400,47;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231E;Otros servicios sociales de la Seguridad Social;48.663,99;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;231I;Autonomía personal y Atención a la Dependencia;1.498.442,46;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;239M;Gestión de los servicios sociales de la Seguridad Social;39.049,41;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2011;291M;Dirección y Servicios Generales de Seguridad Social y Protección Social;7.473.243,43;29. GESTIÓN Y ADMINISTRACIÓN DE LA INCLUSIÓN, DE LA SEGURIDAD SOCIAL Y DE LA MIGRACIÓN
2011;311M;Dirección y Servicios Generales de Sanidad y Política Social;16.869,82;31. SANIDAD
2011;312B;Atención primaria de salud. Instituto Nacional de Gestión Sanitaria;61.960,40;31. SANIDAD
2011;312C;Atención especializada de salud. Instituto Nacional de Gestión Sanitaria;149.289,63;31. SANIDAD
2011;312D;Medicina marítima;32.111,45;31. SANIDAD
2011;312F;Atención primaria de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;1.005.323,11;31. SANIDAD
2011;312G;Atención especializada de salud de Mutuas de Accidentes de Trabajo y E.P e I.S.M;375.428,66;31. SANIDAD
2011;322I;Enseñanzas especiales;1.554,86;32. EDUCACIÓN
2011;000X;Transferencias internas (Sección: 60 SEGURIDAD SOCIAL);4.265.111,24;32. EDUCACIÓN
2012;911M;Jefatura del Estado;8.264,28;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;911N;Actividad legislativa;206.626,89;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;911O;Control externo del Sector Público;62.123,22;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;911P;Control Constitucional;25.531,83;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;912N;Alto asesoramiento del Estado;10.087,22;91. ÓRGANOS CONSTITUCIONALES, GOBIERNO Y OTROS
2012;951M;Amortización y gastos financieros de la deuda pública en moneda nacional;75.542.950,10;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2012;951N;Amortización y gastos financieros de la deuda pública en moneda extranjera;3.355.193,74;95. GASTOS FINANCIEROS DE LA DEUDA PUBLICA
2012;211N;Pensiones de Clases Pasivas;10.857.648,33;21. PENSIONES
2012;211O;Otras pensiones y prestaciones de Clases Pasivas;107.547,05;21. PENSIONES
2012;212N;Pensiones de guerra;314.804,62;21. PENSIONES
2012;111M;Gobierno del Poder Judicial;35.759,18;11. JUSTICIA
2012;111O;Selección y formación de jueces;26.452,82;11. JUSTICIA
2012;111P;Documentación y publicaciones judiciales;9.140,51;11. JUSTICIA
2012;141M;Dirección y Servicios Generales de Asuntos Exteriores;79.897,98;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;142A;Acción del Estado en el exterior;761.314,79;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;142B;Acción diplomática ante la Unión Europea;22.773,54;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;143A;Cooperación para el desarrollo;678.936,04;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;144A;Cooperación, promoción y difusión cultural en el exterior;104.183,61;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;467G;Investigación y desarrollo de la Sociedad de la Información;2.203,19;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;000X;Transferencias internas (Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES Y DE COOPERACIÓN);320.565,81;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;111N;Dirección y Servicios Generales de Justicia;55.306,43;11. JUSTICIA
2012;111Q;Formación del Personal de la Administración de Justicia;11.451,20;11. JUSTICIA
2012;111R;Formación de la Carrera Fiscal;6.214,70;11. JUSTICIA
2012;112A;Tribunales de Justicia y Ministerio Fiscal;1.442.181,66;11. JUSTICIA
2012;113M;Registros vinculados con la Fe Pública;26.126,59;11. JUSTICIA
2012;135M;Protección de datos de carácter personal;13.929,55;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;222M;Prestaciones económicas del Mutualismo Administrativo;22.083,76;22. OTRAS PRESTACIONES ECONÓMICAS
2012;312E;Asistencia sanitaria del Mutualismo Administrativo;80.712,65;31. SANIDAD
2012;467G;Investigación y desarrollo de la Sociedad de la Información;7.885,68;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;921S;Asesoramiento y defensa intereses del Estado;32.333,49;92. SERVICIOS DE CARÁCTER GENERAL
2012;000X;Transferencias internas (Sección: 13 MINISTERIO DE JUSTICIA);10.166,15;92. SERVICIOS DE CARÁCTER GENERAL
2012;121M;Administración y Servicios Generales de Defensa;1.225.492,95;12. DEFENSA
2012;121N;Formación del Personal de las Fuerzas Armadas;418.960,06;12. DEFENSA
2012;121O;Personal en reserva;550.956,31;12. DEFENSA
2012;122A;Modernización de las Fuerzas Armadas;268.943,47;12. DEFENSA
2012;122B;Programas especiales de modernización;4.953,46;12. DEFENSA
2012;122M;Gastos Operativos de las Fuerzas Armadas;2.289.059,21;12. DEFENSA
2012;122N;Apoyo Logístico;1.510.951,01;12. DEFENSA
2012;222M;Prestaciones económicas del Mutualismo Administrativo;108.708,32;22. OTRAS PRESTACIONES ECONÓMICAS
2012;312A;Asistencia hospitalaria en las Fuerzas Armadas;148.283,49;31. SANIDAD
2012;312E;Asistencia sanitaria del Mutualismo Administrativo;650.898,75;31. SANIDAD
2012;464A;Investigación y estudios de las Fuerzas Armadas;174.056,70;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;931P;Control interno y Contabilidad Pública;220,59;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;000X;Transferencias internas (Sección: 14 MINISTERIO DE DEFENSA);60.260,14;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;219N;Gestión de pensiones de Clases Pasivas;7.662,42;21. PENSIONES
2012;222M;Prestaciones económicas del Mutualismo Administrativo;313.290,34;22. OTRAS PRESTACIONES ECONÓMICAS
2012;231G;Atención a la infancia y a las familias;100,00;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;312E;Asistencia sanitaria del Mutualismo Administrativo;1.351.289,22;31. SANIDAD
2012;337B;Conservación y restauración de bienes culturales;10.179,96;33. CULTURA
2012;422A;Incentivos regionales a la localización industrial;128.187,69;42. INDUSTRIA Y ENERGÍA
2012;462N;Investigación y estudios estadísticos y económicos;6.505,70;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467G;Investigación y desarrollo de la Sociedad de la Información;12.261,21;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;492N;Regulación y vigilancia de la competencia en el Mercado de Tabacos;8.905,30;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;496M;Regulación del juego;6.171,83;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;921N;Dirección y organización de la Administración Pública;48.598,06;92. SERVICIOS DE CARÁCTER GENERAL
2012;921O;Formación del personal de las Administraciones Públicas;76.181,84;92. SERVICIOS DE CARÁCTER GENERAL
2012;921P;Administración periférica del Estado;301.579,80;92. SERVICIOS DE CARÁCTER GENERAL
2012;921T;Servicios de transportes de Ministerios;42.885,24;92. SERVICIOS DE CARÁCTER GENERAL
2012;921V;Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo;4.446,36;92. SERVICIOS DE CARÁCTER GENERAL
2012;922M;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;3.755,71;92. SERVICIOS DE CARÁCTER GENERAL
2012;922N;Coordinación y relaciones financieras con los Entes Territoriales;5.774,90;92. SERVICIOS DE CARÁCTER GENERAL
2012;923A;Gestión del Patrimonio del Estado;159.618,22;92. SERVICIOS DE CARÁCTER GENERAL
2012;923M;Dirección y Servicios Generales de Hacienda y Administraciones Públicas;667.572,07;92. SERVICIOS DE CARÁCTER GENERAL
2012;923N;Formación del personal de Economía y Hacienda;9.797,25;92. SERVICIOS DE CARÁCTER GENERAL
2012;931N;Política presupuestaria;59.336,06;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;931O;Política tributaria;6.534,83;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;931P;Control interno y Contabilidad Pública;78.866,78;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;932A;Aplicación del sistema tributario estatal;1.027.008,98;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;932M;Gestión del catastro inmobiliario;103.491,09;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;932N;Resolución de reclamaciones económico-administrativas;29.560,47;93. ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA
2012;942A;Cooperación económica local del Estado;33.387,00;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;000X;Transferencias internas (Sección: 15 MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS);1.031.916,62;94. TRANSFERENCIAS A OTRAS ADMINISTRACIONES PÚBLICAS
2012;131M;Dirección y Servicios Generales de Seguridad y Protección Civil;88.256,68;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;131N;Formación de Fuerzas y Cuerpos de Seguridad del Estado;80.808,38;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;131O;Fuerzas y Cuerpos en reserva;697.385,60;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;131P;Derecho de asilo y apátridas;3.322,53;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;132A;Seguridad ciudadana;5.468.620,75;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;132B;Seguridad vial;723.792,12;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;132C;Actuaciones policiales en materia de droga;82.203,20;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;133A;Centros e Instituciones Penitenciarias;1.154.471,86;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;133B;Trabajo, formación y asistencia a reclusos;27.431,23;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;134M;Protección Civil;14.759,41;13. SEGURIDAD CIUDADANA E INSTITUCIONES PENITENCIARIAS
2012;464C;Investigación y estudios en materia de seguridad pública;850,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467G;Investigación y desarrollo de la Sociedad de la Información;1.333,68;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;924M;Elecciones y Partidos Políticos;114.993,78;92. SERVICIOS DE CARÁCTER GENERAL
2012;000X;Transferencias internas (Sección: 16 MINISTERIO DEL INTERIOR);151.783,71;92. SERVICIOS DE CARÁCTER GENERAL
2012;261N;Promoción, administración y ayudas para rehabilitación y acceso a vivienda;780.801,42;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2012;261O;Ordenación y fomento de la edificación;37.968,49;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2012;261P;Suelo y Políticas Urbanas;1.442,38;26. ACCESO A LA VIVIENDA Y FOMENTO DE LA EDIFICACIÓN
2012;441M;Subvenciones y apoyo al transporte terrestre;998.000,00;44. INFRAESTRUCTURAS
2012;441N;Subvenciones y apoyo al transporte marítimo;57.863,35;44. INFRAESTRUCTURAS
2012;441O;Subvenciones y apoyo al transporte aéreo;288.337,00;44. INFRAESTRUCTURAS
2012;441P;Subvenciones al transporte extrapeninsular de mercancías;22.690,00;44. INFRAESTRUCTURAS
2012;451M;Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo;32.005,44;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;451N;Dirección y Servicios Generales de Fomento;1.192.148,09;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;453A;Infraestructura del transporte ferroviario;954.545,98;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;453B;Creación de infraestructura de carreteras;1.782.289,49;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;453C;Conservación y explotación de carreteras;926.037,98;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;453M;Ordenación e inspección del transporte terrestre;34.669,07;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;454M;Seguridad del tráfico marítimo y vigilancia costera;170.013,86;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;455M;Regulación y supervisión de la aviación civil;56.017,08;45. INFRAESTRUCTURAS Y ECOSISTEMAS RESILIENTES
2012;467B;Investigación, desarrollo y experimentación en transporte e infraestructuras;932,90;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467G;Investigación y desarrollo de la Sociedad de la Información;1.350,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;491N;Servicio postal universal;502,00;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;495A;Desarrollo y aplicación de la información geográfica española;34.897,30;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;000X;Transferencias internas (Sección: 17 MINISTERIO DE FOMENTO);8.631,37;49. OTRAS ACTUACIONES DE CARÁCTER ECONÓMICO
2012;144A;Cooperación, promoción y difusión cultural en el exterior;28.750,64;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;321M;Dirección y Servicios Generales de la Educación;74.851,02;32. EDUCACIÓN
2012;321N;Formación permanente del profesorado de Educación;4.216,52;32. EDUCACIÓN
2012;322A;Educación infantil y primaria;167.130,42;32. EDUCACIÓN
2012;322B;Educación secundaria, formación profesional y Escuelas Oficiales de Idiomas;175.793,97;32. EDUCACIÓN
2012;322C;Enseñanzas universitarias;149.663,75;32. EDUCACIÓN
2012;322D;Educación especial;13.431,45;32. EDUCACIÓN
2012;322E;Enseñanzas artísticas;7.376,11;32. EDUCACIÓN
2012;322F;Educación en el exterior;108.584,54;32. EDUCACIÓN
2012;322G;Educación compensatoria;169.790,97;32. EDUCACIÓN
2012;322H;Educación permanente y a distancia no universitaria;5.751,47;32. EDUCACIÓN
2012;322J;Nuevas tecnologías aplicadas a la educación;45.008,17;32. EDUCACIÓN
2012;322K;Deporte en edad escolar y en la Universidad;13.308,55;32. EDUCACIÓN
2012;323M;Becas y ayudas a estudiantes;1.270.048,52;32. EDUCACIÓN
2012;324M;Servicios complementarios de la enseñanza;5.637,04;32. EDUCACIÓN
2012;324N;Apoyo a otras actividades escolares;6.961,58;32. EDUCACIÓN
2012;331M;Dirección y Servicios Generales de Cultura;44.947,44;33. CULTURA
2012;332A;Archivos;40.543,17;33. CULTURA
2012;332B;Bibliotecas;60.839,93;33. CULTURA
2012;333A;Museos;177.474,94;33. CULTURA
2012;333B;Exposiciones;3.892,62;33. CULTURA
2012;334A;Promoción y cooperación cultural;24.573,37;33. CULTURA
2012;334B;Promoción del libro y publicaciones culturales;11.095,39;33. CULTURA
2012;334C;Fomento de las industrias culturales;29.481,76;33. CULTURA
2012;335A;Música y danza;89.773,50;33. CULTURA
2012;335B;Teatro;45.110,15;33. CULTURA
2012;335C;Cinematografía;71.113,71;33. CULTURA
2012;336A;Fomento y apoyo de las actividades deportivas;177.458,77;33. CULTURA
2012;337B;Conservación y restauración de bienes culturales;30.605,81;33. CULTURA
2012;337C;Protección del Patrimonio Histórico;7.582,63;33. CULTURA
2012;463A;Investigación científica;110.578,41;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;466A;Investigación y evaluación educativa;5.588,84;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;467G;Investigación y desarrollo de la Sociedad de la Información;900,00;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;000X;Transferencias internas (Sección: 18 MINISTERIO DE EDUCACIÓN, CULTURA Y DEPORTE);538.821,52;46. INVESTIGACIÓN, DESARROLLO, INNOVACIÓN Y DIGITALIZACIÓN
2012;143A;Cooperación para el desarrollo;2.501,28;14. POLÍTICA EXTERIOR Y DE COOPERACIÓN PARA EL DESARROLLO
2012;212M;Pensiones no contributivas y prestaciones asistenciales;22.607,64;21. PENSIONES
2012;223M;Prestaciones de garantía salarial;1.275.090,30;22. OTRAS PRESTACIONES ECONÓMICAS
2012;224M;Prestaciones económicas por cese de actividad;14.825,45;22. OTRAS PRESTACIONES ECONÓMICAS
2012;231B;Acciones en favor de los emigrantes;89.701,55;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;231H;Acciones en favor de los inmigrantes;66.849,63;23. SERVICIOS SOCIALES Y PROMOCIÓN SOCIAL
2012;241A;Fomento de la inserción y estabilidad laboral;5.759.558,48;24. FOMENTO DEL EMPLEO
2012;241N;Desarrollo de la economía social y de la responsabilidad social de las empresas;5.184,80;24. FOMENTO DEL EMPLEO
2012;251M;Prestaciones a los desempleados;28.805.052,82;25. DESEMPLEO
